,Applicant,Department,Admitted
2541,Male,B,False
2542,Male,B,False
2543,Male,B,True
2544,Female,F,False
2545,Female,C,False
2546,Female,A,True
2547,Female,D,True
2548,Female,E,False
2549,Female,C,False
2550,Female,C,True
2551,Male,D,False
2552,Male,D,False
2553,Male,A,False
2554,Male,B,True
2555,Female,E,False
2556,Male,B,False
2557,Male,F,False
2558,Male,C,False
2559,Male,A,True
2560,Male,C,False
2561,Male,A,False
2562,Male,B,True
2563,Male,A,False
2564,Female,D,False
2565,Male,B,False
2566,Female,C,False
2567,Male,D,False
2568,Female,A,True
2569,Male,C,False
2570,Female,C,True
2571,Male,A,False
2572,Female,F,False
2573,Male,C,False
2574,Female,E,False
2575,Female,C,False
2576,Male,C,False
2577,Female,A,False
2578,Female,E,False
2579,Female,E,True
2580,Male,A,False
2581,Female,D,False
2582,Female,E,False
2583,Male,A,False
2584,Female,D,True
2585,Male,A,False
2586,Male,A,True
2587,Female,C,False
2588,Male,C,True
2589,Female,C,False
2590,Male,D,True
2591,Female,C,True
2592,Female,E,False
2593,Male,B,True
2594,Male,A,False
2595,Male,B,False
2596,Female,D,False
2597,Female,D,False
2598,Male,A,False
2599,Female,C,True
2600,Female,C,False
2601,Female,C,True
2602,Male,E,False
2603,Female,C,True
2604,Female,D,True
2605,Male,A,False
2606,Male,C,False
2607,Female,D,False
2608,Male,E,False
2609,Female,D,True
2610,Female,D,True
2611,Male,A,True
2612,Male,D,False
2613,Male,C,False
2614,Female,D,False
2615,Male,E,False
2616,Female,A,True
2617,Male,D,True
2618,Male,B,True
2619,Female,C,True
2620,Female,C,True
2621,Male,B,False
2622,Female,C,False
2623,Female,F,True
2624,Male,F,False
2625,Male,D,False
2626,Male,A,True
2627,Male,C,False
2628,Female,F,True
2629,Female,C,False
2630,Female,D,False
2631,Male,B,False
2632,Male,B,True
2633,Male,C,True
2634,Female,E,True
2635,Male,A,False
2636,Female,D,False
2637,Male,C,True
2638,Female,C,False
2639,Female,C,False
2640,Male,D,True
2641,Female,F,False
2642,Male,F,False
2643,Female,F,False
2644,Male,B,True
2645,Female,D,False
2646,Female,D,False
2647,Male,F,True
2648,Female,C,False
2649,Male,F,False
2650,Male,A,True
2651,Female,F,False
2652,Male,E,True
2653,Female,F,False
2654,Female,D,False
2655,Female,C,True
2656,Male,F,False
2657,Male,A,False
2658,Male,A,False
2659,Male,D,False
2660,Female,C,False
2661,Female,D,False
2662,Male,B,False
2663,Male,D,True
2664,Female,C,True
2665,Female,C,False
2666,Male,A,False
2667,Male,A,False
2668,Male,B,False
2669,Female,E,True
2670,Male,B,False
2671,Female,E,False
2672,Male,C,False
2673,Male,B,False
2674,Male,B,True
2675,Male,E,True
2676,Male,E,False
2677,Male,A,True
2678,Male,A,True
2679,Male,B,False
2680,Male,A,True
2681,Male,B,True
2682,Male,A,False
2683,Female,C,True
2684,Male,D,False
2685,Female,C,True
2686,Male,C,False
2687,Female,F,True
2688,Male,A,True
2689,Female,D,False
2690,Male,B,False
2691,Male,E,True
2692,Male,C,False
2693,Male,B,True
2694,Female,C,False
2695,Male,F,False
2696,Female,F,False
2697,Male,C,False
2698,Male,F,True
2699,Female,D,False
2700,Male,F,False
2701,Female,E,False
2702,Female,D,False
2703,Male,B,True
2704,Male,D,False
2705,Female,E,True
2706,Female,D,True
2707,Male,A,False
2708,Female,A,True
2709,Male,F,True
2710,Male,C,False
2711,Female,E,True
2712,Female,F,False
2713,Female,C,False
2714,Male,B,False
2715,Female,C,False
2716,Female,C,False
2717,Male,A,False
2718,Male,A,False
2719,Female,D,False
2720,Male,A,True
2721,Male,B,True
2722,Female,E,False
2723,Female,F,False
2724,Male,A,False
2725,Female,C,False
2726,Female,C,True
2727,Female,B,False
2728,Female,C,True
2729,Male,C,False
2730,Male,B,True
2731,Female,C,True
2732,Male,A,True
2733,Female,C,False
2734,Male,B,False
2735,Female,C,True
2736,Female,C,True
2737,Male,A,True
2738,Female,D,False
2739,Female,C,False
2740,Male,A,True
2741,Male,B,True
2742,Female,C,False
2743,Male,A,True
2744,Male,C,True
2745,Male,D,False
2746,Male,A,False
2747,Male,A,True
2748,Female,E,True
2749,Male,F,False
2750,Male,F,True
2751,Male,B,False
2752,Female,F,False
2753,Male,A,True
2754,Male,A,False
2755,Female,E,False
2756,Male,D,False
2757,Female,B,True
2758,Male,D,False
2759,Male,B,True
2760,Female,F,False
2761,Female,D,False
2762,Male,A,True
2763,Male,F,False
2764,Female,C,False
2765,Male,C,False
2766,Female,F,False
2767,Female,E,True
2768,Female,C,True
2769,Female,D,False
2770,Male,A,True
2771,Male,B,True
2772,Male,D,False
2773,Male,A,False
2774,Female,D,True
2775,Male,A,False
2776,Male,B,False
2777,Male,E,False
2778,Male,B,False
2779,Male,B,False
2780,Male,C,True
2781,Male,F,False
2782,Male,A,True
2783,Male,E,True
2784,Male,C,True
2785,Female,C,False
2786,Female,C,False
2787,Female,C,False
2788,Male,D,False
2789,Male,C,True
2790,Female,D,False
2791,Male,C,False
2792,Female,C,False
2793,Male,C,True
2794,Male,E,False
2795,Male,F,False
2796,Male,A,True
2797,Female,F,False
2798,Male,D,False
2799,Male,E,False
2800,Male,F,False
2801,Male,B,True
2802,Female,C,False
2803,Female,D,False
2804,Female,D,True
2805,Female,E,False
2806,Male,A,True
2807,Female,C,True
2808,Female,C,True
2809,Male,B,True
2810,Female,D,True
2811,Male,F,False
2812,Male,A,False
2813,Male,A,True
2814,Male,B,True
2815,Male,C,False
2816,Female,E,False
2817,Female,E,False
2818,Male,A,False
2819,Female,F,False
2820,Male,F,False
2821,Male,F,False
2822,Male,C,True
2823,Female,C,True
2824,Male,A,False
2825,Male,A,False
2826,Male,F,True
2827,Female,F,False
2828,Male,D,True
2829,Male,A,True
2830,Male,A,True
2831,Male,A,False
2832,Male,C,True
2833,Female,D,True
2834,Female,F,True
2835,Male,A,True
2836,Male,A,True
2837,Male,D,False
2838,Female,C,False
2839,Male,B,False
2840,Male,B,True
2841,Male,C,True
2842,Male,D,False
2843,Male,F,True
2844,Male,D,False
2845,Female,C,False
2846,Male,F,False
2847,Male,E,False
2848,Female,D,False
2849,Female,C,True
2850,Male,A,False
2851,Male,B,False
2852,Female,D,False
2853,Male,A,False
2854,Male,F,False
2855,Male,F,False
2856,Male,A,True
2857,Female,C,True
2858,Male,A,False
2859,Female,C,True
2860,Female,E,False
2861,Female,D,False
2862,Male,D,False
2863,Male,E,True
2864,Female,F,False
2865,Male,C,True
2866,Male,D,False
2867,Male,E,True
2868,Male,B,False
2869,Female,E,False
2870,Male,F,False
2871,Female,C,False
2872,Male,A,True
2873,Female,F,True
2874,Male,E,True
2875,Male,A,False
2876,Female,E,False
2877,Female,A,True
2878,Female,E,False
2879,Male,C,False
2880,Male,B,True
2881,Female,D,False
2882,Male,A,False
2883,Female,C,False
2884,Female,D,False
2885,Male,C,True
2886,Female,F,False
2887,Male,A,True
2888,Male,C,False
2889,Female,C,False
2890,Male,A,True
2891,Female,B,True
2892,Female,E,False
2893,Female,A,False
2894,Female,E,False
2895,Male,B,True
2896,Female,C,False
2897,Male,A,True
2898,Male,C,False
2899,Male,B,True
2900,Male,E,False
2901,Female,C,False
2902,Male,B,True
2903,Male,E,False
2904,Male,B,False
2905,Male,C,False
2906,Male,B,True
2907,Male,A,True
2908,Male,D,False
2909,Female,C,True
2910,Female,E,False
2911,Male,B,False
2912,Female,C,True
2913,Male,C,False
2914,Male,A,True
2915,Male,A,True
2916,Female,C,False
2917,Female,C,True
2918,Male,E,True
2919,Female,C,False
2920,Female,E,False
2921,Male,A,False
2922,Male,A,True
2923,Female,C,True
2924,Male,B,False
2925,Female,F,True
2926,Male,B,True
2927,Male,B,False
2928,Male,B,True
2929,Male,A,False
2930,Male,A,True
2931,Male,B,True
2932,Female,D,True
2933,Male,D,True
2934,Male,F,False
2935,Male,B,False
2936,Female,C,True
2937,Female,F,False
2938,Male,D,False
2939,Female,D,False
2940,Female,F,True
2941,Female,F,False
2942,Male,B,True
2943,Female,C,False
2944,Male,B,False
2945,Female,D,False
2946,Male,A,True
2947,Male,A,False
2948,Female,E,False
2949,Male,B,True
2950,Male,B,True
2951,Male,B,True
2952,Female,B,True
2953,Male,B,False
2954,Male,C,True
2955,Male,B,True
2956,Male,B,False
2957,Female,E,True
2958,Male,A,True
2959,Female,C,True
2960,Male,B,True
2961,Female,E,False
2962,Male,D,True
2963,Female,C,False
2964,Male,B,True
2965,Female,C,False
2966,Female,F,False
2967,Male,D,False
2968,Male,C,False
2969,Male,C,False
2970,Male,D,False
2971,Female,C,False
2972,Male,E,False
2973,Male,C,True
2974,Male,E,True
2975,Male,C,True
2976,Female,F,False
2977,Female,C,False
2978,Male,D,True
2979,Male,B,True
2980,Male,B,False
2981,Male,A,False
2982,Male,F,False
2983,Male,A,False
2984,Female,D,True
2985,Female,E,False
2986,Male,E,False
2987,Male,B,True
2988,Male,D,False
2989,Male,C,True
2990,Female,D,True
2991,Female,D,False
2992,Female,E,False
2993,Female,E,False
2994,Male,C,True
2995,Male,B,False
2996,Male,C,True
2997,Female,C,False
2998,Female,D,True
2999,Male,A,False
3000,Male,C,False
3001,Male,C,True
3002,Female,D,False
3003,Male,A,True
3004,Female,A,True
3005,Female,C,False
3006,Female,E,False
3007,Male,B,True
3008,Male,B,True
3009,Female,F,False
3010,Female,E,False
3011,Male,B,False
3012,Female,F,False
3013,Female,C,True
3014,Male,A,True
3015,Female,D,False
3016,Male,C,False
3017,Male,A,True
3018,Male,F,False
3019,Female,C,True
3020,Male,E,False
3021,Female,D,False
3022,Female,D,True
3023,Female,F,False
3024,Male,C,False
3025,Male,D,False
3026,Male,A,True
3027,Male,B,False
3028,Female,C,False
3029,Male,A,True
3030,Male,A,True
3031,Male,B,False
3032,Female,C,False
3033,Female,D,False
3034,Female,E,True
3035,Female,C,False
3036,Female,E,False
3037,Male,C,False
3038,Female,D,False
3039,Male,F,False
3040,Male,B,False
3041,Male,B,False
3042,Male,C,False
3043,Male,A,False
3044,Male,A,False
3045,Male,D,True
3046,Male,C,False
3047,Female,F,False
3048,Male,B,True
3049,Male,B,True
3050,Male,B,True
3051,Male,A,True
3052,Male,C,False
3053,Female,F,False
3054,Male,B,False
3055,Male,E,True
3056,Female,C,True
3057,Male,A,True
3058,Female,C,True
3059,Male,C,True
3060,Male,B,True
3061,Male,D,False
3062,Male,A,False
3063,Male,F,True
3064,Male,E,False
3065,Female,E,False
3066,Male,C,False
3067,Male,C,False
3068,Male,A,True
3069,Male,E,False
3070,Male,F,True
3071,Female,A,True
3072,Male,F,False
3073,Female,C,False
3074,Male,A,False
3075,Male,B,False
3076,Female,E,False
3077,Female,F,False
3078,Male,B,True
3079,Female,D,False
3080,Female,E,False
3081,Male,B,False
3082,Male,B,True
3083,Female,A,False
3084,Female,C,False
3085,Female,C,True
3086,Male,A,True
3087,Male,D,False
3088,Male,A,True
3089,Female,C,True
3090,Female,D,False
3091,Female,E,False
3092,Female,D,True
3093,Female,D,False
3094,Male,A,False
3095,Male,C,False
3096,Female,C,False
3097,Male,C,False
3098,Male,F,False
3099,Male,F,True
3100,Female,D,False
3101,Male,D,True
3102,Female,E,True
3103,Female,C,True
3104,Male,B,True
3105,Female,E,False
3106,Male,D,True
3107,Male,C,False
3108,Female,F,False
3109,Female,C,False
3110,Male,D,False
3111,Male,B,True
3112,Male,F,False
3113,Male,D,False
3114,Male,D,True
3115,Male,D,False
3116,Male,E,True
3117,Female,F,True
3118,Female,E,False
3119,Female,F,False
3120,Male,E,False
3121,Female,C,False
3122,Male,E,False
3123,Male,D,True
3124,Female,F,True
3125,Female,E,False
3126,Male,A,True
3127,Female,D,False
3128,Male,F,False
3129,Female,D,False
3130,Male,F,True
3131,Male,B,True
3132,Female,D,False
3133,Female,E,False
3134,Male,A,True
3135,Male,A,True
3136,Female,D,True
3137,Male,D,True
3138,Male,A,True
3139,Female,D,False
3140,Male,C,False
3141,Female,F,False
3142,Female,F,False
3143,Male,E,True
3144,Male,A,True
3145,Female,E,True
3146,Female,E,True
3147,Female,C,False
3148,Male,A,False
3149,Male,B,True
3150,Male,C,True
3151,Female,F,False
3152,Female,F,False
3153,Female,E,True
3154,Male,B,False
3155,Male,F,False
3156,Male,B,True
3157,Male,F,True
3158,Male,E,False
3159,Male,A,True
3160,Female,C,False
3161,Male,F,False
3162,Female,C,True
3163,Female,D,True
3164,Female,C,False
3165,Male,B,True
3166,Male,A,True
3167,Male,C,False
3168,Female,D,True
3169,Male,A,True
3170,Male,C,True
3171,Male,C,True
3172,Male,D,False
3173,Female,C,False
3174,Male,D,True
3175,Male,F,True
3176,Male,F,True
3177,Male,B,False
3178,Male,B,False
3179,Male,A,True
3180,Female,C,True
3181,Male,B,True
3182,Female,A,True
3183,Male,A,False
3184,Male,D,False
3185,Male,A,True
3186,Male,C,False
3187,Female,E,False
3188,Female,C,False
3189,Male,B,False
3190,Female,C,True
3191,Female,C,True
3192,Male,D,True
3193,Female,C,False
3194,Female,C,False
3195,Male,A,True
3196,Female,E,False
3197,Female,E,False
3198,Female,C,False
3199,Female,C,False
3200,Female,E,True
3201,Female,E,False
3202,Male,B,True
3203,Male,D,True
3204,Male,A,False
3205,Male,D,False
3206,Male,A,True
3207,Female,C,False
3208,Female,C,False
3209,Male,A,True
3210,Female,E,True
3211,Male,A,True
3212,Male,A,True
3213,Female,D,False
3214,Female,C,False
3215,Male,D,False
3216,Male,A,True
3217,Female,C,True
3218,Male,C,False
3219,Female,E,False
3220,Male,A,True
3221,Female,C,False
3222,Female,C,False
3223,Male,B,False
3224,Female,C,False
3225,Male,F,True
3226,Male,B,True
3227,Female,C,False
3228,Male,B,True
3229,Female,C,False
3230,Male,B,True
3231,Male,B,True
3232,Female,E,False
3233,Male,D,True
3234,Male,E,False
3235,Female,A,True
3236,Female,D,True
3237,Male,A,True
3238,Male,B,True
3239,Female,C,False
3240,Male,B,False
3241,Male,A,False
3242,Male,A,True
3243,Female,C,False
3244,Male,D,False
3245,Male,D,True
3246,Female,E,True
3247,Female,F,False
3248,Female,E,False
3249,Female,A,False
3250,Female,C,False
3251,Male,A,True
3252,Female,F,True
3253,Male,F,True
3254,Male,F,False
3255,Female,E,False
3256,Male,A,False
3257,Female,C,False
3258,Male,B,True
3259,Male,B,True
3260,Female,C,False
3261,Male,C,False
3262,Female,C,False
3263,Female,C,False
3264,Female,C,False
3265,Male,F,False
3266,Male,F,False
3267,Female,C,False
3268,Male,D,False
3269,Male,F,False
3270,Female,F,False
3271,Male,F,False
3272,Male,B,True
3273,Female,E,False
3274,Male,A,True
3275,Male,B,True
3276,Male,D,False
3277,Male,A,False
3278,Female,A,False
3279,Female,E,False
3280,Male,F,False
3281,Male,A,True
3282,Male,B,True
3283,Male,D,False
3284,Female,D,False
3285,Male,A,True
3286,Female,C,False
3287,Male,F,False
3288,Male,A,True
3289,Female,F,True
3290,Female,D,True
3291,Female,D,True
3292,Female,C,False
3293,Male,B,True
3294,Female,F,True
3295,Male,F,False
3296,Female,C,False
3297,Female,E,False
3298,Male,A,False
3299,Male,E,True
3300,Female,C,True
3301,Male,F,False
3302,Male,A,True
3303,Female,C,False
3304,Female,E,False
3305,Male,A,True
3306,Female,D,True
3307,Male,C,False
3308,Male,A,True
3309,Male,E,False
3310,Male,A,True
3311,Female,C,True
3312,Male,D,False
3313,Male,F,True
3314,Female,E,False
3315,Female,C,True
3316,Male,B,True
3317,Male,B,True
3318,Female,C,False
3319,Male,D,True
3320,Male,C,False
3321,Male,B,True
3322,Male,A,False
3323,Female,B,False
3324,Male,A,True
3325,Female,D,False
3326,Male,C,False
3327,Male,B,False
3328,Male,C,True
3329,Female,A,False
3330,Male,B,True
3331,Male,A,False
3332,Male,F,False
3333,Female,C,True
3334,Female,E,False
3335,Male,A,False
3336,Male,D,False
3337,Male,F,False
3338,Male,A,True
3339,Female,C,True
3340,Female,A,False
3341,Female,E,True
3342,Male,F,False
3343,Male,A,False
3344,Male,F,False
3345,Female,F,False
3346,Male,A,False
3347,Female,C,False
3348,Male,C,True
3349,Female,E,False
3350,Male,B,False
3351,Male,C,False
3352,Male,D,False
3353,Female,C,True
3354,Male,A,True
3355,Male,D,False
3356,Male,F,False
3357,Male,D,True
3358,Male,A,True
3359,Male,A,False
3360,Male,C,False
3361,Male,A,True
3362,Male,B,False
3363,Female,C,True
3364,Female,F,False
3365,Female,D,False
3366,Female,C,False
3367,Male,F,False
3368,Male,A,True
3369,Male,B,True
3370,Female,A,False
3371,Male,A,True
3372,Female,E,True
3373,Male,A,True
3374,Male,D,True
3375,Male,B,False
3376,Male,D,False
3377,Female,E,False
3378,Female,A,True
3379,Male,C,False
3380,Female,D,False
3381,Female,E,False
3382,Male,C,False
3383,Female,F,False
3384,Female,A,False
3385,Male,A,True
3386,Male,E,False
3387,Male,B,True
3388,Male,A,True
3389,Female,D,False
3390,Male,A,True
3391,Female,C,True
3392,Male,B,True
3393,Male,D,False
3394,Female,C,False
3395,Male,E,False
3396,Female,C,False
3397,Female,A,False
3398,Female,F,False
3399,Male,A,True
3400,Male,A,True
3401,Female,C,True
3402,Male,A,True
3403,Male,F,False
3404,Female,D,False
3405,Male,C,True
3406,Male,A,False
3407,Male,F,False
3408,Female,D,False
3409,Male,A,True
3410,Male,B,False
3411,Male,E,False
3412,Male,B,False
3413,Female,D,True
3414,Male,B,True
3415,Male,A,False
3416,Male,A,False
3417,Female,A,True
3418,Male,A,True
3419,Male,F,True
3420,Male,D,False
3421,Male,E,True
3422,Male,B,True
3423,Male,B,True
3424,Male,A,False
3425,Male,C,False
3426,Female,D,False
3427,Female,F,False
3428,Female,C,False
3429,Female,E,True
3430,Male,A,True
3431,Male,B,False
3432,Male,B,True
3433,Male,F,False
3434,Female,F,False
3435,Male,F,True
3436,Male,B,False
3437,Female,F,True
3438,Male,C,False
3439,Female,E,True
3440,Male,A,False
3441,Female,C,True
3442,Male,A,True
3443,Male,D,False
3444,Female,E,True
3445,Male,A,True
3446,Female,F,True
3447,Male,A,False
3448,Male,B,True
3449,Male,C,False
3450,Male,D,True
3451,Male,B,True
3452,Male,B,True
3453,Male,F,False
3454,Male,F,True
3455,Female,F,False
3456,Male,C,False
3457,Male,B,True
3458,Male,B,True
3459,Male,E,False
3460,Male,D,True
3461,Male,F,True
3462,Female,F,False
3463,Male,F,False
3464,Male,C,True
3465,Male,B,False
3466,Male,B,True
3467,Female,C,True
3468,Male,A,True
3469,Male,C,True
3470,Male,D,True
3471,Female,F,False
3472,Male,A,True
3473,Male,A,True
3474,Male,B,False
3475,Male,B,False
3476,Female,F,True
3477,Female,E,False
3478,Male,B,True
3479,Male,B,True
3480,Male,D,False
3481,Male,A,False
3482,Female,E,False
3483,Male,D,False
3484,Male,F,False
3485,Male,A,True
3486,Female,D,False
3487,Male,F,False
3488,Female,C,False
3489,Female,E,False
3490,Male,E,False
3491,Female,E,False
3492,Female,A,True
3493,Female,C,False
3494,Male,A,True
3495,Male,A,False
3496,Male,B,True
3497,Female,C,True
3498,Male,A,True
3499,Male,A,True
3500,Female,A,False
3501,Female,E,False
3502,Male,B,False
3503,Female,C,False
3504,Female,D,False
3505,Male,C,False
3506,Male,D,False
3507,Male,F,False
3508,Male,D,False
3509,Female,F,True
3510,Male,D,False
3511,Female,D,False
3512,Female,C,False
3513,Male,A,True
3514,Male,D,False
3515,Male,F,False
3516,Female,C,False
3517,Female,D,False
3518,Male,B,True
3519,Male,B,False
3520,Female,F,True
3521,Female,A,False
3522,Male,B,False
3523,Male,C,False
3524,Female,C,False
3525,Male,F,False
3526,Female,F,False
3527,Male,B,True
3528,Male,B,True
3529,Male,E,True
3530,Male,C,False
3531,Female,F,False
3532,Male,C,True
3533,Male,A,True
3534,Male,F,False
3535,Female,E,False
3536,Male,F,False
3537,Male,A,True
3538,Female,D,False
3539,Male,A,True
3540,Female,C,False
3541,Male,F,False
3542,Male,C,True
3543,Male,C,False
3544,Female,C,False
3545,Male,B,False
3546,Male,A,True
3547,Male,B,False
3548,Female,C,False
3549,Male,F,False
3550,Male,E,False
3551,Male,B,False
3552,Male,C,False
3553,Male,B,True
3554,Male,B,True
3555,Female,A,True
3556,Male,A,False
3557,Female,C,True
3558,Female,E,False
3559,Male,A,True
3560,Male,F,False
3561,Male,B,True
3562,Male,A,False
3563,Female,E,True
3564,Male,A,False
3565,Male,F,False
3566,Male,B,True
3567,Male,A,False
3568,Female,D,False
3569,Male,D,True
3570,Male,A,False
3571,Male,F,True
3572,Female,C,True
3573,Female,E,True
3574,Male,F,False
3575,Female,C,False
3576,Female,E,False
3577,Male,D,False
3578,Female,C,False
3579,Male,A,True
3580,Female,E,True
3581,Male,B,True
3582,Male,F,False
3583,Female,D,False
3584,Male,D,True
3585,Male,A,False
3586,Female,E,True
3587,Male,D,True
3588,Male,C,False
3589,Female,D,False
3590,Male,D,False
3591,Female,C,True
3592,Female,E,False
3593,Female,F,False
3594,Male,D,False
3595,Female,C,True
3596,Male,B,False
3597,Female,F,True
3598,Female,C,False
3599,Female,E,True
3600,Female,F,True
3601,Male,F,True
3602,Female,C,False
3603,Male,D,False
3604,Female,F,False
3605,Male,F,False
3606,Female,D,False
3607,Female,F,True
3608,Male,B,True
3609,Male,E,False
3610,Female,C,False
3611,Female,D,False
3612,Male,F,False
3613,Male,E,False
3614,Male,A,True
3615,Male,C,False
3616,Male,A,True
3617,Female,E,False
3618,Female,D,False
3619,Female,E,False
3620,Male,B,True
3621,Male,A,False
3622,Female,E,False
3623,Female,B,True
3624,Male,A,False
3625,Female,D,False
3626,Female,F,False
3627,Female,C,False
3628,Male,D,True
3629,Female,F,True
3630,Male,A,False
3631,Female,E,True
3632,Female,C,True
3633,Female,D,False
3634,Male,D,False
3635,Male,B,True
3636,Male,A,True
3637,Male,A,False
3638,Male,A,True
3639,Male,C,True
3640,Male,C,True
3641,Female,E,True
3642,Male,B,True
3643,Male,F,False
3644,Female,E,False
3645,Female,F,True
3646,Female,A,False
3647,Male,B,True
3648,Female,E,True
3649,Male,A,False
3650,Female,E,True
3651,Female,F,False
3652,Female,E,False
3653,Male,B,True
3654,Male,B,False
3655,Female,C,False
3656,Male,A,True
3657,Male,A,False
3658,Male,B,False
3659,Male,B,True
3660,Male,C,False
3661,Female,C,True
3662,Female,A,False
3663,Male,D,False
3664,Male,B,False
3665,Female,F,False
3666,Female,D,False
3667,Female,D,True
3668,Female,F,False
3669,Male,D,False
3670,Male,D,False
3671,Female,F,False
3672,Male,F,False
3673,Male,D,True
3674,Male,B,True
3675,Male,A,True
3676,Male,A,True
3677,Female,D,False
3678,Male,F,False
3679,Female,F,False
3680,Male,D,False
3681,Male,B,False
3682,Female,C,False
3683,Female,A,True
3684,Male,E,False
3685,Female,D,False
3686,Female,E,False
3687,Female,F,False
3688,Female,C,True
3689,Female,D,False
3690,Female,F,False
3691,Female,C,False
3692,Male,A,True
3693,Male,F,False
3694,Female,E,False
3695,Female,F,False
3696,Male,D,False
3697,Male,A,True
3698,Male,B,False
3699,Male,D,False
3700,Female,F,False
3701,Female,E,True
3702,Male,C,True
3703,Male,D,True
3704,Female,D,False
3705,Male,F,False
3706,Male,B,False
3707,Female,C,False
3708,Female,E,False
3709,Female,D,False
3710,Male,A,True
3711,Male,C,True
3712,Female,F,False
3713,Male,D,False
3714,Female,E,True
3715,Male,B,True
3716,Male,E,True
3717,Male,B,True
3718,Male,B,False
3719,Female,E,False
3720,Female,C,False
3721,Male,B,True
3722,Female,C,False
3723,Female,F,False
3724,Male,D,False
3725,Male,C,False
3726,Male,A,False
3727,Male,E,False
3728,Male,F,True
3729,Male,A,False
3730,Male,A,True
3731,Male,A,True
3732,Male,B,True
3733,Male,A,True
3734,Male,D,False
3735,Male,D,True
3736,Female,C,True
3737,Male,D,True
3738,Male,A,True
3739,Male,B,True
3740,Female,D,False
3741,Male,B,True
3742,Male,F,False
3743,Male,E,False
3744,Female,E,True
3745,Male,C,False
3746,Male,A,True
3747,Male,A,True
3748,Female,E,False
3749,Female,C,False
3750,Male,D,False
3751,Male,B,False
3752,Female,C,False
3753,Female,C,True
3754,Male,B,False
3755,Male,D,True
3756,Male,A,True
3757,Female,D,True
3758,Female,C,True
3759,Male,E,False
3760,Female,C,False
3761,Female,F,True
3762,Male,B,True
3763,Male,C,True
3764,Male,D,True
3765,Female,D,True
3766,Male,A,True
3767,Female,D,True
3768,Female,A,False
3769,Female,E,True
3770,Female,D,False
3771,Male,F,False
3772,Male,B,True
3773,Male,C,False
3774,Female,A,False
3775,Female,D,True
3776,Male,A,False
3777,Female,F,False
3778,Female,D,True
3779,Female,F,False
3780,Female,C,False
3781,Male,B,False
3782,Male,A,True
3783,Male,B,True
3784,Female,D,False
3785,Female,C,False
3786,Male,C,False
3787,Male,D,False
3788,Female,E,False
3789,Male,B,False
3790,Male,A,False
3791,Male,F,False
3792,Male,B,True
3793,Female,D,False
3794,Male,D,True
3795,Male,A,False
3796,Male,B,True
3797,Female,E,False
3798,Male,A,False
3799,Male,B,True
3800,Female,D,False
3801,Male,E,False
3802,Female,D,False
3803,Female,C,False
3804,Female,C,False
3805,Female,F,False
3806,Male,C,False
3807,Female,F,False
3808,Male,B,True
3809,Male,A,True
3810,Female,E,False
3811,Male,E,False
3812,Male,F,False
3813,Male,A,True
3814,Female,D,False
3815,Male,F,False
3816,Female,F,True
3817,Male,A,True
3818,Male,A,True
3819,Female,F,False
3820,Female,C,False
3821,Female,E,True
3822,Female,E,True
3823,Male,A,True
3824,Male,B,False
3825,Female,E,False
3826,Female,F,False
3827,Female,D,False
3828,Female,D,False
3829,Female,E,False
3830,Male,A,True
3831,Male,C,False
3832,Female,D,True
3833,Male,B,False
3834,Male,B,True
3835,Male,F,True
3836,Female,C,True
3837,Male,E,False
3838,Male,C,False
3839,Female,E,False
3840,Male,A,True
3841,Female,D,False
3842,Female,F,False
3843,Male,F,True
3844,Male,A,True
3845,Male,F,False
3846,Male,D,False
3847,Female,E,False
3848,Male,B,True
3849,Male,C,False
3850,Female,E,False
3851,Male,C,False
3852,Male,E,True
3853,Male,B,True
3854,Male,B,False
3855,Female,A,True
3856,Female,E,False
3857,Male,A,True
3858,Male,A,False
3859,Male,D,False
3860,Female,C,False
3861,Male,D,False
3862,Male,A,False
3863,Male,B,False
3864,Female,C,False
3865,Male,C,True
3866,Female,E,False
3867,Male,F,False
3868,Female,E,False
3869,Female,A,True
3870,Male,A,True
3871,Male,A,False
3872,Female,A,False
3873,Female,D,True
3874,Female,A,True
3875,Female,E,False
3876,Female,D,False
3877,Male,D,False
3878,Female,C,False
3879,Male,B,True
3880,Male,E,False
3881,Male,A,True
3882,Female,D,True
3883,Male,B,True
3884,Female,C,False
3885,Male,F,False
3886,Female,C,False
3887,Male,C,False
3888,Male,B,True
3889,Male,D,True
3890,Female,C,True
3891,Male,A,True
3892,Female,E,False
3893,Female,C,True
3894,Male,A,False
3895,Male,A,False
3896,Female,E,False
3897,Male,D,False
3898,Female,C,False
3899,Male,F,True
3900,Female,D,True
3901,Female,C,False
3902,Male,F,False
3903,Male,E,True
3904,Male,B,True
3905,Female,C,False
3906,Female,C,True
3907,Male,B,True
3908,Male,B,True
3909,Male,A,True
3910,Male,A,True
3911,Male,B,False
3912,Male,D,False
3913,Female,C,False
3914,Female,F,False
3915,Female,A,True
3916,Female,C,False
3917,Male,D,True
3918,Female,D,False
3919,Male,F,False
3920,Male,A,True
3921,Female,D,False
3922,Female,A,True
3923,Female,A,True
3924,Female,C,False
3925,Female,C,False
3926,Male,D,True
3927,Male,D,False
3928,Male,F,False
3929,Male,B,False
3930,Male,A,False
3931,Female,D,False
3932,Female,D,True
3933,Female,C,False
3934,Female,F,False
3935,Female,E,True
3936,Female,C,False
3937,Male,A,True
3938,Female,D,False
